"vehicle","colour","passing.distance","street","time","helmet","kerb","city"
"ordinary car","silver or grey",0.7,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",2.317,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",2.265,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","red",1.291,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",1.96,"urban street","Middle","No",0.5,"Bristol"
"bus","blue",1.08,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",0.871,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",1.736,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","blue",2.017,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",3.489,"urban street","Middle","No",0.5,"Bristol"
"taxi","silver or grey",2.885,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",2.111,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",1.686,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","green",1.337,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","green",0.944,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.841,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.93,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",1.103,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.282,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",2.221,"urban street","Middle","Yes",0.5,"Bristol"
"taxi","silver or grey",1.763,"main road","Middle","Yes",0.5,"Bristol"
"LGV or minibus","black",1.409,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","other",1.611,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.686,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.454,"urban street","Middle","Yes",0.5,"Bristol"
"HGV","white",1.715,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.316,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.412,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.125,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.068,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.652,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.841,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.885,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.948,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.316,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.646,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.228,"urban street","Middle","Yes",0.5,"Bristol"
"taxi","silver or grey",0.95,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.437,"urban street","Middle","Yes",0.5,"Bristol"
"bus","red",1.424,"main road","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.299,"main road","Middle","Yes",0.5,"Bristol"
"bus","white",1.674,"main road","Middle","Yes",0.5,"Bristol"
"taxi","red",2.463,"main road","Middle","Yes",0.5,"Bristol"
"taxi","silver or grey",1.771,"main road","Middle","Yes",0.5,"Bristol"
"SUV or pickup","red",1.817,"main road","Middle","Yes",0.5,"Bristol"
"bus","green",0.51,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","blue",1.252,"urban street","Middle","Yes",0.5,"Bristol"
"bus","blue",1.934,"one-way (one lane)","Middle","Yes",0.5,"Bristol"
"ordinary car","black",0.883,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",0.891,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.154,"urban street","Middle","Yes",0.5,"Bristol"
"HGV","blue",1.381,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",0.825,"urban street","Middle","Yes",0.5,"Bristol"
"bus","white",1.582,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.69,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.455,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.901,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","black",1.29,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","black",1.538,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.677,"urban street","Middle","No",0.25,"Bristol"
"SUV or pickup","red",1.745,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","green",1.629,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",1.503,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.412,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.115,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",1.46,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.651,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","white",1.979,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.767,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","white",1.549,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",2.055,"urban street","Middle","No",0.25,"Bristol"
"taxi","silver or grey",2.364,"urban street","Middle","No",0.25,"Bristol"
"bus","white",1.852,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","black",1.774,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",1.803,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.184,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","black",1.267,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.582,"urban street","Middle","No",0.25,"Bristol"
"SUV or pickup","silver or grey",1.893,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","white",1.963,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",2.184,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","white",1.323,"urban street","Middle","No",0.25,"Bristol"
"taxi","black",1.477,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","green",3.571,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","black",1.616,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.366,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.829,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","white",1.174,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",0.959,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","white",1.638,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",0.934,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",0.778,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.795,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",1.643,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.535,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","white",1.782,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","green",2.822,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","blue",2.207,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",2.094,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.167,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",1.289,"urban street","Middle","No",0.25,"Bristol"
"LGV or minibus","silver or grey",1.896,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","white",1.726,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.119,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","silver or grey",2.229,"urban street","Middle","No",0.25,"Bristol"
"ordinary car","red",1.329,"urban street","Middle","No",0.25,"Bristol"
"SUV or pickup","black",1.176,"urban street","Middle","No",0.25,"Bristol"
"HGV","white",1.207,"urban street","Middle","Yes",0.25,"Bristol"
"HGV","blue",2.062,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","red",1.152,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","red",1.699,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","silver or grey",2.082,"urban street","Middle","Yes",0.25,"Bristol"
"LGV or minibus","red",1.265,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.503,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.038,"urban street","Middle","Yes",0.25,"Bristol"
"LGV or minibus","white",1.764,"urban street","Middle","Yes",0.25,"Bristol"
"PTW","blue",1.76,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.945,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","silver or grey",1.343,"urban street","Middle","Yes",0.25,"Bristol"
"LGV or minibus","white",1.462,"urban street","Middle","Yes",0.25,"Bristol"
"LGV or minibus","white",0.978,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.645,"urban street","Middle","Yes",0.25,"Bristol"
"SUV or pickup","red",1.619,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.475,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.329,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","blue",1.678,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","black",1.904,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","silver or grey",1.223,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","silver or grey",0.768,"urban street","Middle","Yes",0.25,"Bristol"
"ordinary car","silver or grey",1.413,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.279,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.265,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.507,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.714,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",2.744,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.769,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.66,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.586,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.42,"urban street","Middle","Yes",0.5,"Bristol"
"taxi","black",0.74,"urban street","Middle","Yes",0.5,"Bristol"
"PTW","black",1.596,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.522,"urban street","Middle","Yes",0.5,"Bristol"
"HGV","red",0.981,"urban street","Middle","Yes",0.5,"Bristol"
"SUV or pickup","blue",2.28,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.078,"urban street","Middle","Yes",0.5,"Bristol"
"SUV or pickup","blue",0.904,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","blue",1.095,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.83,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.296,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.887,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.805,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.257,"urban street","Middle","Yes",0.5,"Bristol"
"SUV or pickup","blue",1.554,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",2.094,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.264,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.82,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.29,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.418,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","white",1.31,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.475,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","red",1.629,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.53,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","red",1.293,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","green",2.094,"urban street","Middle","Yes",0.75,"Bristol"
"SUV or pickup","red",1.366,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","white",1.327,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.679,"urban street","Middle","Yes",0.75,"Bristol"
"HGV","white",1.827,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",0.901,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","silver or grey",0.95,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.559,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","white",0.735,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","white",1.107,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","white",0.493,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","blue",1.319,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","red",2.493,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","silver or grey",1.578,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","blue",1.553,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","green",0.872,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","black",1.702,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","blue",1.785,"urban street","Middle","No",0.75,"Bristol"
"ordinary car","black",1.178,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","red",1.077,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.538,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","blue",1.971,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","white",1.673,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","green",1.516,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","blue",1.194,"urban street","After 15:15","Yes",0.75,"Bristol"
"PTW","blue",1.385,"urban street","After 15:15","Yes",0.75,"Bristol"
"SUV or pickup","blue",1.48,"urban street","After 15:15","Yes",0.75,"Bristol"
"LGV or minibus","white",1.383,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","black",1.376,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.104,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","blue",1.141,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","white",1.871,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","red",1.163,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","other",1.294,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.076,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",2.108,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","black",1.323,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.572,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.922,"urban street","After 15:15","Yes",0.75,"Bristol"
"SUV or pickup","black",1.205,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.311,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","blue",1.436,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","red",2.123,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","red",1.618,"urban street","After 15:15","Yes",0.75,"Bristol"
"LGV or minibus","red",0.697,"urban street","After 15:15","Yes",0.75,"Bristol"
"ordinary car","blue",1.384,"urban street","After 15:15","Yes",0.75,"Bristol"
"HGV","silver or grey",1.27,"urban street","After 15:15","No",0.75,"Bristol"
"LGV or minibus","white",1.125,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","black",1.598,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","black",1.329,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","blue",1.499,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","blue",1.549,"urban street","After 15:15","No",0.75,"Bristol"
"SUV or pickup","black",1.486,"urban street","After 15:15","No",0.75,"Bristol"
"SUV or pickup","silver or grey",0.925,"urban street","After 15:15","No",0.75,"Bristol"
"LGV or minibus","silver or grey",1.914,"urban street","After 15:15","No",0.75,"Bristol"
"HGV","white",1.421,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","silver or grey",1.804,"urban street","After 15:15","No",0.75,"Bristol"
"bus","white",1.557,"urban street","After 15:15","No",0.75,"Bristol"
"bus","white",1.116,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","silver or grey",2.021,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","black",1.251,"urban street","After 15:15","No",0.75,"Bristol"
"LGV or minibus","white",2.066,"urban street","After 15:15","No",0.75,"Bristol"
"LGV or minibus","blue",1.491,"urban street","After 15:15","No",0.75,"Bristol"
"ordinary car","silver or grey",1.519,"urban street","After 15:15","No",0.75,"Bristol"
"PTW","other",2.086,"urban street","Middle","No",1,"Bristol"
"LGV or minibus","other",1.107,"urban street","Middle","No",1,"Bristol"
"LGV or minibus","white",1.503,"urban street","Middle","No",1,"Bristol"
"taxi","black",1.406,"urban street","Middle","No",1,"Bristol"
"ordinary car","silver or grey",1.222,"urban street","Middle","No",1,"Bristol"
"ordinary car","silver or grey",1.037,"urban street","Middle","No",1,"Bristol"
"ordinary car","white",1.669,"urban street","Middle","No",1,"Bristol"
"ordinary car","red",1.469,"urban street","Middle","No",1,"Bristol"
"LGV or minibus","white",1.253,"urban street","Middle","No",1,"Bristol"
"ordinary car","blue",1.197,"urban street","Middle","No",1,"Bristol"
"LGV or minibus","white",1.313,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","black",2.464,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","blue",1.488,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","black",1.608,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","silver or grey",1.151,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","blue",1.636,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","black",1.675,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","silver or grey",1.805,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","silver or grey",1.437,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","blue",1.291,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","blue",1.189,"urban street","Middle","Yes",1,"Bristol"
"ordinary car","other",1.709,"urban street","Middle","Yes",1,"Bristol"
"bus","white",1.324,"urban street","Middle","No",1.25,"Bristol"
"ordinary car","silver or grey",1.022,"urban street","Middle","No",1.25,"Bristol"
"LGV or minibus","silver or grey",0.876,"urban street","Middle","No",1.25,"Bristol"
"ordinary car","red",1.209,"urban street","Middle","Yes",1.25,"Bristol"
"ordinary car","blue",2.202,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","red",1.488,"urban street","Middle","Yes",0.75,"Bristol"
"LGV or minibus","silver or grey",1.6,"urban street","Middle","Yes",0.75,"Bristol"
"bus","white",1.226,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.617,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.317,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.452,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.509,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.944,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.638,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","silver or grey",1.526,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","black",1.123,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",2.163,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.724,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.253,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.161,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.953,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",0.82,"urban street","Middle","Yes",0.5,"Bristol"
"PTW","other",1.677,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.024,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","other",1.071,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.138,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.763,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",2.387,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.253,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",0.914,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",1.284,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.733,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","other",1.516,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.896,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","red",1.749,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","black",1.703,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.435,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.124,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","black",1.608,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",1.429,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.835,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",1.751,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.867,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.948,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","red",1.525,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","silver or grey",1.793,"urban street","After 15:15","No",0.25,"Bristol"
"LGV or minibus","white",1.838,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.463,"urban street","After 15:15","No",0.25,"Bristol"
"taxi","silver or grey",1.305,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","red",2.661,"urban street","After 15:15","No",0.25,"Bristol"
"ordinary car","blue",1.037,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.937,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.533,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.36,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.105,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.381,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.196,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","white",1.362,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.021,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.686,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.407,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","red",1.593,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.197,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",2.249,"urban street","Middle","Yes",0.5,"Bristol"
"SUV or pickup","black",1.964,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.541,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.846,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.544,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.284,"urban street","Middle","Yes",0.5,"Bristol"
"HGV","blue",1.016,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.516,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","red",1.642,"urban street","Middle","Yes",0.5,"Bristol"
"PTW","red",1.26,"urban street","Middle","Yes",0.5,"Bristol"
"taxi","silver or grey",1.255,"urban street","Middle","Yes",0.5,"Bristol"
"taxi","blue",1.557,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","red",1.629,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.111,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","black",1.961,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.847,"urban street","Middle","Yes",0.5,"Bristol"
"SUV or pickup","green",1.398,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.443,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",1.9,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","green",1.569,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","white",2.279,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","blue",1.633,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.162,"urban street","Middle","Yes",0.5,"Bristol"
"LGV or minibus","silver or grey",1.106,"urban street","Middle","Yes",0.5,"Bristol"
"PTW","green",1.055,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","silver or grey",1.737,"urban street","Middle","Yes",0.5,"Bristol"
"ordinary car","white",1.492,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.443,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.714,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",0.883,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.28,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.192,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.319,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","black",1.441,"urban street","Middle","No",0.5,"Bristol"
"SUV or pickup","blue",0.984,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",1.212,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",1.452,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.845,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.74,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.512,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",1.847,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.561,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.985,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.047,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.315,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.116,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.259,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","white",1.58,"urban street","Middle","No",0.5,"Bristol"
"HGV","red",1.676,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.286,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","red",1.608,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","green",1.49,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","white",1.412,"urban street","Middle","No",0.5,"Bristol"
"SUV or pickup","black",1.411,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",2.108,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",1.425,"urban street","Middle","Yes",0.75,"Bristol"
"ordinary car","blue",0.691,"urban street","Middle","Yes",0.75,"Bristol"
